pitch_type,sv_id,type,count,pitcher_name
FF,130913_200150,X,1-1,Clayton Kershaw
SL,130913_201035,X,0-0,Clayton Kershaw
FF,130913_201114,B,0-0,Clayton Kershaw
FF,130913_201130,B,1-0,Clayton Kershaw
SL,130913_201148,S,2-0,Clayton Kershaw
FF,130913_201205,S,2-1,Clayton Kershaw
CU,130913_201233,B,2-2,Clayton Kershaw
SL,130913_201257,S,3-2,Clayton Kershaw
FF,130913_201324,X,3-2,Clayton Kershaw
SL,130913_201401,S,0-0,Clayton Kershaw
FF,130913_201421,B,0-1,Clayton Kershaw
CU,130913_201435,S,1-1,Clayton Kershaw
CU,130913_201501,X,1-2,Clayton Kershaw
SL,130913_202916,S,0-0,Clayton Kershaw
SL,130913_202930,X,0-1,Clayton Kershaw
FF,130913_203006,S,0-0,Clayton Kershaw
FF,130913_203032,S,0-1,Clayton Kershaw
SL,130913_203050,S,0-2,Clayton Kershaw
FF,130913_203132,S,0-0,Clayton Kershaw
FF,130913_203145,S,0-1,Clayton Kershaw
CU,130913_203207,S,0-2,Clayton Kershaw
FF,130913_204557,S,0-0,Clayton Kershaw
CU,130913_204612,S,0-1,Clayton Kershaw
FF,130913_204648,B,0-2,Clayton Kershaw
FF,130913_204710,S,1-2,Clayton Kershaw
FF,130913_204741,S,0-0,Clayton Kershaw
CU,130913_204756,X,0-1,Clayton Kershaw
FF,130913_204838,X,0-0,Clayton Kershaw
FF,130913_210636,S,0-0,Clayton Kershaw
FF,130913_210651,S,0-1,Clayton Kershaw
FF,130913_210708,B,0-2,Clayton Kershaw
CU,130913_210725,X,1-2,Clayton Kershaw
FF,130913_210812,S,0-0,Clayton Kershaw
FF,130913_210846,S,0-1,Clayton Kershaw
SL,130913_210920,B,0-2,Clayton Kershaw
FF,130913_211002,B,1-2,Clayton Kershaw
FF,130913_211035,X,2-2,Clayton Kershaw
SL,130913_211127,S,0-0,Clayton Kershaw
SL,130913_211227,S,0-1,Clayton Kershaw
CU,130913_211303,B,0-2,Clayton Kershaw
FF,130913_211333,S,1-2,Clayton Kershaw
CU,130913_211405,X,1-2,Clayton Kershaw
SL,130913_211506,S,0-0,Clayton Kershaw
FF,130913_211533,B,0-1,Clayton Kershaw
SL,130913_211558,X,1-1,Clayton Kershaw
FF,130913_211735,B,0-0,Clayton Kershaw
SL,130913_211757,S,1-0,Clayton Kershaw
SL,130913_211821,S,1-1,Clayton Kershaw
CU,130913_211848,B,1-2,Clayton Kershaw
CU,130913_211911,B,2-2,Clayton Kershaw
FF,130913_211949,S,3-2,Clayton Kershaw
FF,130913_212017,S,3-2,Clayton Kershaw
SL,130913_212106,S,0-0,Clayton Kershaw
SL,130913_212128,S,0-1,Clayton Kershaw
SL,130913_212159,B,0-2,Clayton Kershaw
CU,130913_212226,B,1-2,Clayton Kershaw
FF,130913_212258,S,2-2,Clayton Kershaw
SL,130913_212328,S,2-2,Clayton Kershaw
FF,130913_212417,X,0-0,Clayton Kershaw
FS,130914_120810,B,0-0,Yu Darvish
FC,130914_120829,B,1-0,Yu Darvish
FC,130914_120855,S,2-0,Yu Darvish
FC,130914_120939,B,2-1,Yu Darvish
FC,130914_121005,S,3-1,Yu Darvish
SL,130914_121038,S,3-2,Yu Darvish
SL,130914_121116,B,0-0,Yu Darvish
FT,130914_121137,B,1-0,Yu Darvish
SL,130914_121203,B,2-0,Yu Darvish
FF,130914_121222,S,3-0,Yu Darvish
FC,130914_121248,S,3-1,Yu Darvish
FF,130914_121342,B,3-2,Yu Darvish
FC,130914_121438,B,0-0,Yu Darvish
FC,130914_121500,S,1-0,Yu Darvish
SL,130914_121522,S,1-1,Yu Darvish
SL,130914_121553,B,1-2,Yu Darvish
FF,130914_121640,S,2-2,Yu Darvish
SL,130914_121710,S,2-2,Yu Darvish
FC,130914_121750,X,0-0,Yu Darvish
SL,130914_121856,S,0-0,Yu Darvish
FF,130914_121915,S,0-1,Yu Darvish
FC,130914_122005,B,0-2,Yu Darvish
SL,130914_122029,S,1-2,Yu Darvish
SL,130914_122055,S,1-2,Yu Darvish
FF,130914_122139,S,1-2,Yu Darvish
SL,130914_122227,S,1-2,Yu Darvish
FC,130914_123413,S,0-0,Yu Darvish
CU,130914_123435,X,0-1,Yu Darvish
FC,130914_123512,S,0-0,Yu Darvish
CU,130914_123529,B,0-1,Yu Darvish
SL,130914_123551,B,1-1,Yu Darvish
FC,130914_123609,S,2-1,Yu Darvish
FT,130914_123642,B,2-2,Yu Darvish
SL,130914_123703,S,3-2,Yu Darvish
SL,130914_123729,S,3-2,Yu Darvish
SL,130914_123801,S,3-2,Yu Darvish
FF,130914_123837,B,0-0,Yu Darvish
FC,130914_123853,B,1-0,Yu Darvish
FC,130914_123915,S,2-0,Yu Darvish
FC,130914_123934,X,2-1,Yu Darvish
FC,130914_124019,B,0-0,Yu Darvish
FF,130914_124045,B,1-0,Yu Darvish
FC,130914_124132,S,2-0,Yu Darvish
FC,130914_124153,S,2-1,Yu Darvish
FC,130914_124236,S,2-2,Yu Darvish
SL,130914_124307,X,2-2,Yu Darvish
FF,130914_125342,S,0-0,Yu Darvish
CU,130914_125409,B,0-1,Yu Darvish
FF,130914_125432,X,1-1,Yu Darvish
SL,130914_125514,B,0-0,Yu Darvish
FF,130914_125532,B,1-0,Yu Darvish
SL,130914_125554,S,2-0,Yu Darvish
SL,130914_125616,S,2-1,Yu Darvish
SL,130914_125704,X,2-2,Yu Darvish
FC,130914_125743,S,0-0,Yu Darvish
FS,130914_125822,S,0-1,Yu Darvish
FT,130914_125853,B,0-2,Yu Darvish
CU,130914_125916,B,1-2,Yu Darvish
SL,130914_125944,S,2-2,Yu Darvish
FF,130914_130903,S,0-0,Yu Darvish
CU,130914_130918,S,0-1,Yu Darvish
FF,130914_130940,S,0-2,Yu Darvish
SL,130914_131009,S,0-2,Yu Darvish
SL,130914_131047,S,0-0,Yu Darvish
FF,130914_131112,X,0-1,Yu Darvish
SL,130914_131158,X,0-0,Yu Darvish
FF,130914_131245,B,0-0,Yu Darvish
FF,130914_131307,X,1-0,Yu Darvish
FF,130914_132730,S,0-0,Yu Darvish
CU,130914_132746,B,0-1,Yu Darvish
FC,130914_132810,X,1-1,Yu Darvish
FF,130914_132852,S,0-0,Yu Darvish
FC,130914_132908,S,0-1,Yu Darvish
FF,130914_132938,X,0-2,Yu Darvish
SL,130914_133028,S,0-0,Yu Darvish
CU,130914_133118,B,0-1,Yu Darvish
FT,130914_133142,B,1-1,Yu Darvish
SL,130914_133204,B,2-1,Yu Darvish
FC,130914_133229,S,3-1,Yu Darvish
SL,130914_133303,S,3-2,Yu Darvish
SL,130914_133406,S,3-2,Yu Darvish
SL,130914_134927,B,0-0,Yu Darvish
FF,130914_134949,S,1-0,Yu Darvish
SL,130914_135019,B,1-1,Yu Darvish
SL,130914_135044,S,2-1,Yu Darvish
SL,130914_135119,X,2-2,Yu Darvish
FF,130914_135305,B,0-0,Yu Darvish
FC,130914_135329,X,1-0,Yu Darvish
SL,130914_135419,S,0-0,Yu Darvish
FT,130914_135445,B,0-1,Yu Darvish
SL,130914_135517,S,1-1,Yu Darvish
FT,130914_135545,X,1-2,Yu Darvish
FF,130914_135656,S,0-0,Yu Darvish
SL,130914_135725,S,0-1,Yu Darvish
FF,130914_135825,B,0-2,Yu Darvish
SL,130914_135908,S,1-2,Yu Darvish
FF,130914_135957,B,1-2,Yu Darvish
FT,130914_140025,S,2-2,Yu Darvish
FC,130914_141155,S,0-0,Yu Darvish
FC,130914_141219,S,0-1,Yu Darvish
SL,130914_141243,S,0-2,Yu Darvish
SL,130914_141318,S,0-0,Yu Darvish
FT,130914_141332,S,0-1,Yu Darvish
FT,130914_141354,B,0-2,Yu Darvish
SL,130914_141414,S,1-2,Yu Darvish
SL,130914_141444,S,1-2,Yu Darvish
SL,130914_141521,B,0-0,Yu Darvish
SL,130914_141543,S,1-0,Yu Darvish
FC,130914_141604,S,1-1,Yu Darvish
FF,130914_141649,B,1-2,Yu Darvish
SL,130914_141719,B,2-2,Yu Darvish
FC,130914_141808,S,3-2,Yu Darvish
SL,130914_141841,X,3-2,Yu Darvish
SI,130919_191721,S,0-0,Hiroki Kuroda
SI,130919_191734,S,0-1,Hiroki Kuroda
FS,130919_191804,X,0-2,Hiroki Kuroda
SI,130919_191850,B,0-0,Hiroki Kuroda
SI,130919_191934,X,1-0,Hiroki Kuroda
SI,130919_192026,X,0-0,Hiroki Kuroda
SL,130919_192120,X,0-0,Hiroki Kuroda
CU,130919_193226,S,0-0,Hiroki Kuroda
SI,130919_193243,B,0-1,Hiroki Kuroda
FS,130919_193300,B,1-1,Hiroki Kuroda
SI,130919_193323,B,2-1,Hiroki Kuroda
SI,130919_193339,S,3-1,Hiroki Kuroda
SL,130919_193410,B,3-2,Hiroki Kuroda
SL,130919_193444,S,0-0,Hiroki Kuroda
SI,130919_193514,S,0-1,Hiroki Kuroda
SL,130919_193545,X,0-2,Hiroki Kuroda
SL,130919_193643,B,0-0,Hiroki Kuroda
SI,130919_193708,S,1-0,Hiroki Kuroda
FS,130919_193751,S,1-1,Hiroki Kuroda
SI,130919_193850,S,1-2,Hiroki Kuroda
FS,130919_193933,B,0-0,Hiroki Kuroda
SL,130919_193959,S,1-0,Hiroki Kuroda
SI,130919_194026,X,1-1,Hiroki Kuroda
CU,130919_195225,B,0-0,Hiroki Kuroda
SI,130919_195241,S,1-0,Hiroki Kuroda
SL,130919_195322,B,1-1,Hiroki Kuroda
SL,130919_195336,S,2-1,Hiroki Kuroda
SI,130919_195402,X,2-2,Hiroki Kuroda
SL,130919_195558,S,0-0,Hiroki Kuroda
SI,130919_195653,X,0-1,Hiroki Kuroda
CU,130919_195746,X,0-0,Hiroki Kuroda
SI,130919_195836,X,0-0,Hiroki Kuroda
SI,130919_195924,S,0-0,Hiroki Kuroda
SI,130919_195938,X,0-1,Hiroki Kuroda
SL,130919_200024,B,0-0,Hiroki Kuroda
FS,130919_200057,B,1-0,Hiroki Kuroda
FS,130919_200123,S,2-0,Hiroki Kuroda
SI,130919_200148,B,2-1,Hiroki Kuroda
SI,130919_200214,B,3-1,Hiroki Kuroda
SI,130919_200329,S,0-0,Hiroki Kuroda
SI,130919_200349,B,0-1,Hiroki Kuroda
FS,130919_200409,S,1-1,Hiroki Kuroda
SL,130919_200442,B,1-2,Hiroki Kuroda
SL,130919_200506,B,2-2,Hiroki Kuroda
SL,130919_200538,B,3-2,Hiroki Kuroda
FS,130919_200621,S,0-0,Hiroki Kuroda
FS,130919_200659,B,0-1,Hiroki Kuroda
FS,130919_200736,S,1-1,Hiroki Kuroda
FS,130919_200818,S,1-2,Hiroki Kuroda
SI,130919_200915,B,1-2,Hiroki Kuroda
FS,130919_200950,S,2-2,Hiroki Kuroda
SI,130919_201811,X,0-0,Hiroki Kuroda
SL,130919_201854,S,0-0,Hiroki Kuroda
SI,130919_201908,B,0-1,Hiroki Kuroda
SI,130919_201925,X,1-1,Hiroki Kuroda
FS,130919_202013,S,0-0,Hiroki Kuroda
SI,130919_202042,B,0-1,Hiroki Kuroda
FS,130919_202112,B,1-1,Hiroki Kuroda
FS,130919_202135,B,2-1,Hiroki Kuroda
SL,130919_202204,S,3-1,Hiroki Kuroda
FS,130919_202228,B,3-2,Hiroki Kuroda
FS,130919_202324,S,0-0,Hiroki Kuroda
SI,130919_202346,B,0-1,Hiroki Kuroda
FS,130919_202413,X,1-1,Hiroki Kuroda
SL,130919_202534,B,0-0,Hiroki Kuroda
SL,130919_202555,S,1-0,Hiroki Kuroda
SI,130919_202618,S,1-1,Hiroki Kuroda
SI,130919_202645,B,1-2,Hiroki Kuroda
SL,130919_202707,S,2-2,Hiroki Kuroda
SL,130919_203854,S,0-0,Hiroki Kuroda
SI,130919_203909,S,0-1,Hiroki Kuroda
FS,130919_203930,B,0-2,Hiroki Kuroda
FS,130919_203948,S,1-2,Hiroki Kuroda
SL,130919_204017,B,1-2,Hiroki Kuroda
SL,130919_204040,S,2-2,Hiroki Kuroda
SI,130919_204117,S,0-0,Hiroki Kuroda
SL,130919_204134,S,0-1,Hiroki Kuroda
FF,130919_204154,B,0-2,Hiroki Kuroda
FS,130919_204211,B,1-2,Hiroki Kuroda
SL,130919_204233,S,2-2,Hiroki Kuroda
SL,130919_204306,B,0-0,Hiroki Kuroda
SI,130919_204319,B,1-0,Hiroki Kuroda
SL,130919_204335,S,2-0,Hiroki Kuroda
SI,130919_204401,S,2-1,Hiroki Kuroda
SL,130919_204426,S,2-2,Hiroki Kuroda
SI,130919_204450,B,2-2,Hiroki Kuroda
SL,130919_204510,X,3-2,Hiroki Kuroda
CU,130919_205600,B,0-0,Hiroki Kuroda
SL,130919_205612,S,1-0,Hiroki Kuroda
FS,130919_205627,B,1-1,Hiroki Kuroda
SL,130919_205648,S,2-1,Hiroki Kuroda
FS,130919_205711,S,2-2,Hiroki Kuroda
SL,130919_205745,B,0-0,Hiroki Kuroda
SL,130919_205759,S,1-0,Hiroki Kuroda
SL,130919_205814,S,1-1,Hiroki Kuroda
SI,130919_205830,S,1-2,Hiroki Kuroda
SL,130919_205905,B,0-0,Hiroki Kuroda
SL,130919_205921,S,1-0,Hiroki Kuroda
FS,130919_205939,B,1-1,Hiroki Kuroda
SL,130919_210000,X,2-1,Hiroki Kuroda
CU,130919_210049,B,0-0,Hiroki Kuroda
SL,130919_210108,X,1-0,Hiroki Kuroda
FF,130919_192652,S,0-0,Yu Darvish
FC,130919_192714,S,0-1,Yu Darvish
FF,130919_192748,B,0-2,Yu Darvish
SL,130919_192816,S,1-2,Yu Darvish
FC,130919_192846,B,1-2,Yu Darvish
FF,130919_192946,X,0-0,Yu Darvish
FC,130919_193037,B,0-0,Yu Darvish
FF,130919_193109,S,1-0,Yu Darvish
FC,130919_193132,S,1-1,Yu Darvish
FF,130919_193157,B,1-2,Yu Darvish
SL,130919_193223,S,2-2,Yu Darvish
SL,130919_193313,S,2-2,Yu Darvish
SL,130919_193343,S,2-2,Yu Darvish
SL,130919_193421,S,0-0,Yu Darvish
FF,130919_193441,S,0-1,Yu Darvish
SL,130919_193516,B,0-2,Yu Darvish
FF,130919_193541,B,1-2,Yu Darvish
SL,130919_193608,B,2-2,Yu Darvish
SL,130919_193633,B,3-2,Yu Darvish
FC,130919_193731,B,0-0,Yu Darvish
FF,130919_193751,S,1-0,Yu Darvish
FC,130919_193822,X,1-1,Yu Darvish
FC,130919_193912,B,0-0,Yu Darvish
FC,130919_193931,S,1-0,Yu Darvish
SL,130919_194002,B,1-1,Yu Darvish
FC,130919_194021,S,2-1,Yu Darvish
SL,130919_194052,B,2-2,Yu Darvish
SL,130919_194116,S,3-2,Yu Darvish
SL,130919_194200,S,3-2,Yu Darvish
FC,130919_194228,B,3-2,Yu Darvish
SL,130919_194350,S,0-0,Yu Darvish
SL,130919_194411,B,0-1,Yu Darvish
FF,130919_194432,B,1-1,Yu Darvish
SL,130919_194511,B,2-1,Yu Darvish
SL,130919_194554,S,3-1,Yu Darvish
SL,130919_194626,B,3-2,Yu Darvish
FC,130919_194712,S,0-0,Yu Darvish
SL,130919_194731,S,0-1,Yu Darvish
FF,130919_194754,B,0-2,Yu Darvish
SL,130919_194811,S,1-2,Yu Darvish
FC,130919_195717,S,0-0,Yu Darvish
SL,130919_195740,X,0-1,Yu Darvish
FF,130919_195831,B,0-0,Yu Darvish
FC,130919_195857,S,1-0,Yu Darvish
FF,130919_195926,B,1-1,Yu Darvish
FC,130919_195953,B,2-1,Yu Darvish
FC,130919_200023,S,3-1,Yu Darvish
SL,130919_200113,S,3-2,Yu Darvish
FC,130919_200153,S,3-2,Yu Darvish
FC,130919_200238,B,0-0,Yu Darvish
FF,130919_200253,B,1-0,Yu Darvish
FF,130919_200313,S,2-0,Yu Darvish
FC,130919_200332,B,2-1,Yu Darvish
FC,130919_200350,S,3-1,Yu Darvish
FC,130919_200413,S,3-2,Yu Darvish
FF,130919_200440,B,3-2,Yu Darvish
FC,130919_200515,S,0-0,Yu Darvish
SL,130919_200534,S,0-1,Yu Darvish
FC,130919_200611,B,0-2,Yu Darvish
FC,130919_202552,B,0-0,Yu Darvish
FF,130919_202608,S,1-0,Yu Darvish
SL,130919_202626,B,1-1,Yu Darvish
FC,130919_202648,S,2-1,Yu Darvish
FF,130919_202727,B,2-2,Yu Darvish
SL,130919_202752,B,3-2,Yu Darvish
FC,130919_202840,B,0-0,Yu Darvish
FC,130919_202859,B,1-0,Yu Darvish
FC,130919_202920,S,2-0,Yu Darvish
FF,130919_202950,X,2-1,Yu Darvish
FF,130919_203041,B,0-0,Yu Darvish
FC,130919_203102,S,1-0,Yu Darvish
FF,130919_203133,B,1-1,Yu Darvish
FC,130919_203202,B,2-1,Yu Darvish
FF,130919_203234,X,3-1,Yu Darvish
FC,130919_205328,S,0-0,Yu Darvish
FC,130919_205347,S,0-1,Yu Darvish
FC,130919_205405,B,0-2,Yu Darvish
FC,130919_205424,B,1-2,Yu Darvish
SL,130919_205442,S,2-2,Yu Darvish
FC,130919_205507,X,2-2,Yu Darvish
FC,130919_205549,X,0-0,Yu Darvish
FC,130919_205637,B,0-0,Yu Darvish
FC,130919_205654,B,1-0,Yu Darvish
FC,130919_205716,B,2-0,Yu Darvish
FC,130919_205739,S,3-0,Yu Darvish
FC,130919_205759,S,3-1,Yu Darvish
SL,130919_205829,B,3-2,Yu Darvish
FC,130919_205958,B,0-0,Yu Darvish
FC,130919_210013,B,1-0,Yu Darvish
FF,130919_210032,X,2-0,Yu Darvish
FC,130919_211319,S,0-0,Yu Darvish
FS,130919_211341,S,0-1,Yu Darvish
SL,130919_211411,B,0-2,Yu Darvish
FF,130919_211435,B,1-2,Yu Darvish
SL,130919_211504,B,2-2,Yu Darvish
SL,130919_211535,S,3-2,Yu Darvish
SL,130919_211612,S,0-0,Yu Darvish
FF,130919_211637,B,0-1,Yu Darvish
FC,130919_211701,B,1-1,Yu Darvish
SL,130919_211721,X,2-1,Yu Darvish
SL,130919_211800,S,0-0,Yu Darvish
CU,130919_211823,B,0-1,Yu Darvish
FC,130919_211847,S,1-1,Yu Darvish
FF,130919_211914,X,1-2,Yu Darvish
FC,130919_211959,B,0-0,Yu Darvish
SL,130919_212019,S,1-0,Yu Darvish
SL,130919_212042,S,1-1,Yu Darvish
FC,130919_212110,X,1-2,Yu Darvish
FC,130919_212247,X,0-0,Yu Darvish
FF,130921_175937,X,0-0,Clayton Kershaw
FF,130921_180037,B,0-0,Clayton Kershaw
FF,130921_180103,B,1-0,Clayton Kershaw
FF,130921_180153,X,2-0,Clayton Kershaw
SL,130921_180237,S,0-0,Clayton Kershaw
CU,130921_180319,B,0-1,Clayton Kershaw
FF,130921_180343,B,1-1,Clayton Kershaw
CH,130921_180428,B,2-1,Clayton Kershaw
FF,130921_180453,S,3-1,Clayton Kershaw
SL,130921_180519,B,3-2,Clayton Kershaw
FF,130921_180601,X,0-0,Clayton Kershaw
FF,130921_181659,B,0-0,Clayton Kershaw
FF,130921_181712,B,1-0,Clayton Kershaw
FF,130921_181727,B,2-0,Clayton Kershaw
FF,130921_181743,S,3-0,Clayton Kershaw
SL,130921_181757,S,3-1,Clayton Kershaw
FF,130921_181814,S,3-2,Clayton Kershaw
FF,130921_181838,S,3-2,Clayton Kershaw
FF,130921_181917,S,0-0,Clayton Kershaw
FF,130921_181932,S,0-1,Clayton Kershaw
SL,130921_181958,S,0-2,Clayton Kershaw
FF,130921_182030,B,0-0,Clayton Kershaw
SL,130921_182043,X,1-0,Clayton Kershaw
FF,130921_183036,B,0-0,Clayton Kershaw
FF,130921_183056,S,1-0,Clayton Kershaw
CH,130921_183116,B,1-1,Clayton Kershaw
FF,130921_183204,S,2-1,Clayton Kershaw
CU,130921_183227,S,2-2,Clayton Kershaw
SL,130921_183256,B,2-2,Clayton Kershaw
FF,130921_183318,B,3-2,Clayton Kershaw
FF,130921_183358,B,0-0,Clayton Kershaw
FF,130921_183423,S,1-0,Clayton Kershaw
FF,130921_183450,S,1-1,Clayton Kershaw
CU,130921_183518,S,1-2,Clayton Kershaw
FF,130921_183606,S,0-0,Clayton Kershaw
FF,130921_183629,S,0-1,Clayton Kershaw
FF,130921_183706,B,0-2,Clayton Kershaw
SL,130921_183731,X,1-2,Clayton Kershaw
SL,130921_185339,S,0-0,Clayton Kershaw
FF,130921_185355,B,0-1,Clayton Kershaw
CU,130921_185410,B,1-1,Clayton Kershaw
FF,130921_185435,B,2-1,Clayton Kershaw
FF,130921_185453,X,3-1,Clayton Kershaw
CH,130921_185832,S,0-0,Clayton Kershaw
FF,130921_185846,B,0-1,Clayton Kershaw
CH,130921_185904,S,1-1,Clayton Kershaw
SL,130921_185920,S,1-2,Clayton Kershaw
FF,130921_191058,B,0-0,Clayton Kershaw
CH,130921_191111,S,1-0,Clayton Kershaw
FF,130921_191125,B,1-1,Clayton Kershaw
FF,130921_191144,B,2-1,Clayton Kershaw
FF,130921_191201,X,3-1,Clayton Kershaw
FF,130921_191235,S,0-0,Clayton Kershaw
FF,130921_191247,S,0-1,Clayton Kershaw
FF,130921_191306,S,0-2,Clayton Kershaw
FF,130921_192533,S,0-0,Clayton Kershaw
FF,130921_192547,B,0-1,Clayton Kershaw
FF,130921_192601,S,1-1,Clayton Kershaw
SL,130921_192627,S,1-2,Clayton Kershaw
FF,130921_192650,B,1-2,Clayton Kershaw
CU,130921_192722,S,2-2,Clayton Kershaw
CU,130921_192754,S,0-0,Clayton Kershaw
FF,130921_192808,X,0-1,Clayton Kershaw
FF,130921_192907,S,0-0,Clayton Kershaw
FF,130921_192928,B,0-1,Clayton Kershaw
FF,130921_192954,S,1-1,Clayton Kershaw
FF,130921_193020,S,1-2,Clayton Kershaw
CU,130921_193052,S,1-2,Clayton Kershaw
FF,130921_193125,B,0-0,Clayton Kershaw
SL,130921_193150,B,1-0,Clayton Kershaw
FF,130921_193218,S,2-0,Clayton Kershaw
FF,130921_193243,X,2-1,Clayton Kershaw
SL,130921_194735,S,0-0,Clayton Kershaw
CH,130921_194754,B,0-1,Clayton Kershaw
SL,130921_194813,B,1-1,Clayton Kershaw
FF,130921_194828,S,2-1,Clayton Kershaw
CU,130921_194850,S,2-2,Clayton Kershaw
CU,130921_194923,B,0-0,Clayton Kershaw
FF,130921_194942,X,1-0,Clayton Kershaw
FC,130924_190848,X,0-0,Yu Darvish
FF,130924_190922,B,0-0,Yu Darvish
FF,130924_190939,X,1-0,Yu Darvish
FF,130924_191032,B,0-0,Yu Darvish
FC,130924_191054,S,1-0,Yu Darvish
FC,130924_191136,B,1-1,Yu Darvish
FF,130924_191158,S,2-1,Yu Darvish
FF,130924_191230,S,2-2,Yu Darvish
SL,130924_191304,B,2-2,Yu Darvish
SL,130924_191335,B,3-2,Yu Darvish
FC,130924_191416,B,0-0,Yu Darvish
FF,130924_191431,B,1-0,Yu Darvish
FF,130924_191449,B,2-0,Yu Darvish
FF,130924_191508,S,3-0,Yu Darvish
FF,130924_191526,S,3-1,Yu Darvish
FF,130924_191555,B,3-2,Yu Darvish
SL,130924_191636,B,0-0,Yu Darvish
FF,130924_191651,X,1-0,Yu Darvish
FC,130924_191751,S,0-0,Yu Darvish
SL,130924_191819,X,0-1,Yu Darvish
FS,130924_192747,B,0-0,Yu Darvish
FC,130924_192801,S,1-0,Yu Darvish
FC,130924_192816,S,1-1,Yu Darvish
CU,130924_192844,B,1-2,Yu Darvish
SL,130924_192902,S,2-2,Yu Darvish
SL,130924_192944,B,0-0,Yu Darvish
FC,130924_193006,S,1-0,Yu Darvish
FF,130924_193027,S,1-1,Yu Darvish
FF,130924_193050,B,1-2,Yu Darvish
SL,130924_193108,S,2-2,Yu Darvish
FC,130924_193132,X,2-2,Yu Darvish
FF,130924_193209,S,0-0,Yu Darvish
FF,130924_193236,S,0-1,Yu Darvish
FF,130924_193257,B,0-2,Yu Darvish
FF,130924_193313,S,1-2,Yu Darvish
FF,130924_194346,B,0-0,Yu Darvish
FF,130924_194402,X,1-0,Yu Darvish
FF,130924_194437,B,0-0,Yu Darvish
SL,130924_194454,B,1-0,Yu Darvish
FF,130924_194513,X,2-0,Yu Darvish
FF,130924_194605,B,0-0,Yu Darvish
FC,130924_194619,B,1-0,Yu Darvish
FC,130924_194633,S,2-0,Yu Darvish
FC,130924_194657,S,2-1,Yu Darvish
FF,130924_194722,X,2-2,Yu Darvish
SL,130924_194802,S,0-0,Yu Darvish
FF,130924_194824,S,0-1,Yu Darvish
FF,130924_194849,S,0-2,Yu Darvish
SL,130924_194913,X,0-2,Yu Darvish
SL,130924_200222,S,0-0,Yu Darvish
SL,130924_200237,B,0-1,Yu Darvish
SL,130924_200255,S,1-1,Yu Darvish
FF,130924_200313,S,1-2,Yu Darvish
FF,130924_200349,B,0-0,Yu Darvish
FC,130924_200406,B,1-0,Yu Darvish
FF,130924_200426,S,2-0,Yu Darvish
FC,130924_200445,B,2-1,Yu Darvish
FC,130924_200510,B,3-1,Yu Darvish
FC,130924_200547,S,0-0,Yu Darvish
FC,130924_200610,B,0-1,Yu Darvish
FC,130924_200635,B,1-1,Yu Darvish
FF,130924_200718,S,2-1,Yu Darvish
SL,130924_200809,S,2-2,Yu Darvish
FF,130924_200852,B,0-0,Yu Darvish
FC,130924_200920,S,1-0,Yu Darvish
FF,130924_200948,B,1-1,Yu Darvish
FF,130924_201018,S,2-1,Yu Darvish
SL,130924_201048,S,2-2,Yu Darvish
FF,130924_201134,S,2-2,Yu Darvish
FF,130924_202645,S,0-0,Yu Darvish
FC,130924_202703,S,0-1,Yu Darvish
SL,130924_202724,B,0-2,Yu Darvish
SL,130924_202741,S,1-2,Yu Darvish
FC,130924_202819,S,0-0,Yu Darvish
FS,130924_202842,B,0-1,Yu Darvish
FC,130924_202900,B,1-1,Yu Darvish
FC,130924_202925,S,2-1,Yu Darvish
SL,130924_202944,S,2-2,Yu Darvish
FF,130924_203018,B,0-0,Yu Darvish
FC,130924_203034,S,1-0,Yu Darvish
SL,130924_203055,X,1-1,Yu Darvish
FF,130924_203204,B,0-0,Yu Darvish
FC,130924_203226,B,1-0,Yu Darvish
FF,130924_203252,B,2-0,Yu Darvish
FF,130924_203316,S,3-0,Yu Darvish
FC,130924_203339,S,3-1,Yu Darvish
SL,130924_203405,S,3-2,Yu Darvish
FF,130924_204404,B,0-0,Yu Darvish
FC,130924_204418,S,1-0,Yu Darvish
FF,130924_204445,B,1-1,Yu Darvish
SL,130924_204504,B,2-1,Yu Darvish
FF,130924_204522,X,3-1,Yu Darvish
FF,130924_204603,S,0-0,Yu Darvish
SL,130924_204619,B,0-1,Yu Darvish
SL,130924_204632,B,1-1,Yu Darvish
FC,130924_204654,S,2-1,Yu Darvish
FC,130924_204711,S,2-2,Yu Darvish
FF,130924_204748,B,0-0,Yu Darvish
FC,130924_204807,B,1-0,Yu Darvish
FF,130924_204829,B,2-0,Yu Darvish
FF,130924_204846,B,3-0,Yu Darvish
SI,130924_190847,S,0-0,Hiroki Kuroda
SL,130924_190909,B,0-1,Hiroki Kuroda
SL,130924_190929,X,1-1,Hiroki Kuroda
SI,130924_191020,X,0-0,Hiroki Kuroda
SI,130924_191114,S,0-0,Hiroki Kuroda
SI,130924_191153,B,0-1,Hiroki Kuroda
SI,130924_191247,X,1-1,Hiroki Kuroda
SL,130924_191349,B,0-0,Hiroki Kuroda
SL,130924_191409,B,1-0,Hiroki Kuroda
SL,130924_191429,S,2-0,Hiroki Kuroda
SI,130924_191452,X,2-1,Hiroki Kuroda
SI,130924_191537,S,0-0,Hiroki Kuroda
FS,130924_191552,S,0-1,Hiroki Kuroda
SI,130924_191610,B,0-2,Hiroki Kuroda
SL,130924_191627,B,1-2,Hiroki Kuroda
SI,130924_191642,S,2-2,Hiroki Kuroda
SI,130924_191723,S,0-0,Hiroki Kuroda
